id,docket_id,entry_id,entry_number,date_filed,description
737,12607,400632009,17,2019-05-21,"ATTORNEY, Matthew David Podolsky for United States of America, in case 18-3850, Matthew David Podolsky for United States of America, in case 18-2990, Matthew David Podolsky for United States of America, in case 19-1272, Matthew David Podolsky for United States of America, in case 18-3712, Matthew David Podolsky for United States of America, in case 18-3710, Matthew David Podolsky for United States of America, in case 18-3715, [16], ADDED.[2568279] [19-1272, 18-2990, 18-3710, 18-3712, 18-3715, 18-3850] [Entered: 05/21/2019 08:12 AM]"
738,12607,400632013,21,2019-05-29,"APPENDIX, volume 4 of 10, (pp. 821-1105), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574138] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:11 AM]"
739,12607,400632012,20,2019-05-29,"APPENDIX, volume 3 of 10, (pp. 557-820), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574125] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:08 AM]"
740,12607,400632011,19,2019-05-29,"APPENDIX, volume 2 of 10, (pp. 276-556), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574118] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:06 AM]"
741,12607,400632010,18,2019-05-29,"APPENDIX, volume 1 of 10, (pp. 1-275), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574105] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:02 AM]"
742,12607,400632014,22,2019-05-29,"APPENDIX, volume 5 of 10, (pp. 1106-1392), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574143] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:13 AM]"
743,12607,400632015,23,2019-05-29,"APPENDIX, volume 6 of 10, (pp. 1393-1687), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574156] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:16 AM]"
744,12607,400632016,24,2019-05-29,"APPENDIX, volume 7 of 10, (pp. 1688-1964), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574163] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:18 AM]"
745,12607,400632015,23,2019-05-29,"APPENDIX, volume 6 of 10, (pp. 1393-1687), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574156] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:16 AM]"
746,12607,400632014,22,2019-05-29,"APPENDIX, volume 5 of 10, (pp. 1106-1392), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574143] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:13 AM]"
747,12607,400632013,21,2019-05-29,"APPENDIX, volume 4 of 10, (pp. 821-1105), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574138] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:11 AM]"
748,12607,400632012,20,2019-05-29,"APPENDIX, volume 3 of 10, (pp. 557-820), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574125] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:08 AM]"
749,12607,400632020,28,2019-05-29,"SPECIAL APPENDIX, on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574191] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:26 AM]"
750,12607,400632011,19,2019-05-29,"APPENDIX, volume 2 of 10, (pp. 276-556), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574118] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:06 AM]"
751,12607,400632010,18,2019-05-29,"APPENDIX, volume 1 of 10, (pp. 1-275), on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 05/29/2019 by CM/ECF.[2574105] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 11:02 AM]"
752,12607,400632025,33,2019-05-29,"BRIEF, on behalf of Appellant Joseph Percoco in 18-2990, 19-1272, FILED. Service date 05/29/2019 by CM/ECF.[2575010] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 07:33 PM]"
753,12607,400632024,32,2019-05-29,"BRIEF, on behalf of Appellant Steven Aiello in 18-2990, 18-3710, FILED. Service date 05/29/2019 by CM/ECF.[2574861] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 05/29/2019 04:32 PM]"
754,12607,400632027,43,2019-06-06,"SO-ORDERED SCHEDULING NOTIFICATION, setting Appellee United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272 Brief due date as 08/28/2019, FILED.[2581473] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 06/06/2019 12:04 PM]"
755,12607,400632026,40,2019-06-06,"LR 31.2 SCHEDULING NOTIFICATION, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, informing Court of proposed due date 08/28/2019, RECEIVED. Service date 06/06/2019 by CM/ECF.[2581343] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 06/06/2019 11:04 AM]"
756,12607,400632028,45,2019-08-08,"MOTION, to extend time, on behalf of Appellant Steven Aiello in 18-2990, 18-3710, FILED. Service date 08/08/2019 by CM/ECF. [2627217] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/08/2019 10:26 AM]"
757,12607,400632029,48,2019-08-13,"MOTION ORDER, granting motion to extend time until 10/04/2019, [45] filed by Appellant Steven Aiello, FILED. [2630729][48] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/13/2019 11:10 AM]"
758,12607,102143186,50,2019-08-19,"ATTORNEY, Won S. Shin for United States of America, in case 18-3850, Won S. Shin for United States of America, in case 18-2990, Won S. Shin for United States of America, in case 19-1272, Won S. Shin for United States of America, in case 18-3712, Won S. Shin for United States of America, in case 18-3710, Won S. Shin for United States of America, in case 18-3715, [49], ADDED.[2636185] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/19/2019 04:19 PM]"
759,12607,400632030,49,2019-08-19,"NOTICE OF APPEARANCE AS ADDITIONAL COUNSEL, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/19/2019 by CM/ECF. [2636089] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/19/2019 03:39 PM]"
760,12607,102143187,51,2019-08-28,"SUPPLEMENTAL APPENDIX, vol. 1 of 4, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/28/2019 by CM/ECF. [2643278] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/28/2019 10:54 PM]"
761,12607,102143188,52,2019-08-28,"SUPPLEMENTAL APPENDIX, vol. 2 of 4, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/28/2019 by CM/ECF. [2643279] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/28/2019 10:55 PM]"
762,12607,102143189,53,2019-08-28,"SUPPLEMENTAL APPENDIX, vol. 3 of 4, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/28/2019 by CM/ECF. [2643280] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/28/2019 10:57 PM]"
763,12607,102143190,54,2019-08-28,"SUPPLEMENTAL APPENDIX, vol. 4 of 4, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/28/2019 by CM/ECF. [2643281] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/28/2019 10:57 PM]"
764,12607,102143192,56,2019-08-29,"MOTION, to file oversized brief, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/29/2019 by CM/ECF. [2643285] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/29/2019 12:05 AM]"
765,12607,102143191,55,2019-08-29,"BRIEF, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 08/28/2019 by CM/ECF. [2643284] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/29/2019 12:00 AM]"
766,12607,102143193,61,2019-09-04,"MOTION ORDER, granting motion to file oversized brief [56] filed by Appellee United States of America, by RJL, FILED. [2646630][61] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/04/2019 11:58 AM]"
767,12607,102143194,65,2019-09-10,"ORAL ARGUMENT STATEMENT LR 34.1 (a), on behalf of filer Attorney Mr. Matthew David Podolsky, Esq. for Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 09/10/2019 by CM/ECF. [2652057] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/10/2019 10:59 PM]"
768,12607,102143195,68,2019-09-11,"ORAL ARGUMENT STATEMENT LR 34.1 (a), on behalf of filer Attorney Milton L. Williams, Jr., Esq. for Appellant Joseph Gerardi in 18-2990, 18-3715, FILED. Service date 09/11/2019 by CM/ECF. [2652944] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/11/2019 03:32 PM]"
769,12607,103640799,70,2019-09-20,"MOTION, to file oversized brief, on behalf of Appellant Joseph Gerardi in 18-2990, 18-3715, FILED. Service date 09/20/2019 by CM/ECF. [2660784] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/20/2019 02:38 PM]"
770,12607,103640800,74,2019-09-26,"MOTION ORDER, granting motion to file oversized reply brief of up to 9,500 words, [70], filed by Appellant Joseph Gerardi, by MHP, FILED. [2665000][74] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/26/2019 09:08 AM]"
771,12607,400632034,79,2019-10-04,"REPLY BRIEF, on behalf of Appellant Steven Aiello in 18-2990, 18-3710, FILED. Service date 10/04/2019 by CM/ECF. [2673137] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/04/2019 04:04 PM]"
772,12607,400632035,81,2019-10-04,"REPLY BRIEF, on behalf of Appellant Joseph Percoco in 18-2990, 19-1272, FILED. Service date 10/04/2019 by CM/ECF. [2673335] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/04/2019 05:10 PM]"
773,12607,400632033,78,2019-10-04,"MOTION, to divide oral argument, on behalf of Appellant Steven Aiello in 18-2990, 18-3710, FILED. Service date 10/04/2019 by CM/ECF. [2673102] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272]--[Edited 10/04/2019 by KS] [Entered: 10/04/2019 03:50 PM]"
774,12607,400632031,75,2019-10-04,"REPLY BRIEF, on behalf of Appellant Joseph Gerardi in 18-2990, 18-3715, FILED. Service date 10/04/2019 by CM/ECF. [2672590] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/04/2019 12:19 PM]"
775,12607,400632032,77,2019-10-04,"REPLY BRIEF, on behalf of Appellant Alain Kaloyeros in 18-2990, 18-3850, FILED. Service date 10/04/2019 by CM/ECF. [2672852] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/04/2019 02:12 PM]"
776,12607,400632036,84,2019-10-07,"MOTION ORDER, referring Appellants' joint motion to divide oral argument to the merits panel, [78], filed by Appellant Steven Aiello, FILED. [2673761][84] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/07/2019 11:02 AM]"
777,12607,400632037,87,2019-10-07,"MOTION ORDER, granting motion to file oversized reply brief of up to 11,500 words, [2669532-2], filed by Appellant Steven Aiello in 18-2990, 18-3710, by SLC, FILED. [2673773][87] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/07/2019 11:07 AM]"
778,12607,400632038,88,2019-10-07,"MOTION ORDER, granting motion to file a corrected reply brief, [2673425-2], filed by Appellant Alain Kaloyeros, FILED. [2673778][88] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/07/2019 11:10 AM]"
779,12607,400632039,90,2019-10-07,"ATTORNEY, David Zhou, for Appellee USA United States of America, TERMINATED.[2674068] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/07/2019 01:12 PM]"
780,12607,400632040,91,2019-10-08,"MOTION, to file oversized brief, on behalf of Appellant Joseph Percoco in 18-2990, 19-1272, FILED. Service date 10/08/2019 by CM/ECF. [2675003] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/08/2019 11:06 AM]"
781,12607,400632041,93,2019-10-08,"REPLY BRIEF, on behalf of Appellant Alain Kaloyeros in 18-2990, 18-3850, FILED. Service date 10/08/2019 by CM/ECF. [2675207] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/08/2019 12:34 PM]"
782,12607,400632042,96,2019-10-08,"MOTION ORDER, granting motion to file oversized reply brief of 7,412 words, [91], filed by Appellant Joseph Percoco in 18-2990, by RJS, FILED. [2675600][96] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/08/2019 04:04 PM]"
783,12607,400632043,100,2019-12-18,"CASE CALENDARING, for the week of 03/09/2020, PANEL A, PROPOSED.[2733508] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 12/18/2019 04:51 PM]"
784,12607,400632044,102,2020-01-09,"CASE CALENDARING, for argument on 03/12/2020, A Panel, SET.[2748135] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 01/09/2020 01:29 PM]"
785,12607,400632045,107,2020-01-27,"ARGUMENT NOTICE, to attorneys/parties, TRANSMITTED.[2761545] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 01/27/2020 10:13 AM]"
786,12607,400632046,108,2020-01-30,"MOTION ORDER, granting motion for oral argument [78] filed by Appellant Steven Aiello, FILED. [2765416][108] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 01/30/2020 11:07 AM]"
787,12607,400632047,109,2020-01-31,"REVISED ARGUMENT NOTICE, to attorneys/parties, TRANSMITTED.[2766411] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 01/31/2020 09:47 AM]"
788,12607,400632048,114,2020-03-04,"ATTORNEY, Won S. Shin, in place of attorney Sarah Kathleen Eddy, SUBSTITUTED.[2792878] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 03/04/2020 11:53 AM]"
789,12607,400632049,115,2020-03-05,"LETTER, dated 03/02/2020, on behalf of Appellee United States of America, informing this Court the new Chief of Appeals for the Criminal Division is Won Shin, RECEIVED. Service date 03/04/2020 by 3rd party.[2794506] [19-1272, 18-2990, 18-3710, 18-3712, 18-3715, 18-3850] [Entered: 03/05/2020 01:15 PM]"
790,12607,400632050,116,2020-03-12,"CASE, before RR, DC, RJS, HEARD.[2799996] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 03/12/2020 11:20 AM]"
791,12607,400632051,117,2020-03-16,"MOTION ORDER, granting motion to file supplemental brief up to 2,000 words, [2782061-2] filed by Appellant Joseph Percoco in 18-2990, 18-3710, by RR, DC, RJS, FILED. [2802194][117] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 03/16/2020 11:53 AM]"
792,12607,400632052,118,2020-03-23,"SUPPLEMENTAL BRIEF, on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED. Service date 03/23/2020 by CM/ECF.[2807531] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 03/23/2020 11:54 PM]"
793,12607,400632053,121,2020-05-26,"MOTION, for emergency compassionate release, on behalf of Appellant Joseph Percoco in 18-2990, FILED. Service date 05/26/2020 by CM/ECF. [2847125] [18-2990, 18-3712, 19-1272] [Entered: 05/26/2020 02:03 PM]"
794,12607,400632054,123,2020-06-03,"OPPOSITION TO MOTION, [121], on behalf of Appellee USA United States of America in 18-2990, 19-1272, FILED. Service date 06/03/2020 by CM/ECF. [2853995] [18-2990, 19-1272] [Entered: 06/03/2020 05:59 PM]"
795,12607,400632056,130,2020-06-08,"CERTIFIED ORDER, dated 06/08/2020, to Southern District of New York, ISSUED.[2857050] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 06/08/2020 05:35 PM]"
796,12607,400632055,129,2020-06-08,"MOTION ORDER, denying motion for compassionate release, [121] filed by Appellant Joseph Percoco in 18-2990, 19-1272, by RR, DC, RJS, FILED. [2857019][129] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 06/08/2020 05:16 PM]"
797,12607,400632057,133,2021-08-18,"ATTORNEY, Robert Boone, for United States of America, TERMINATED.[3158506] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 08/18/2021 03:21 PM]"
798,12607,400632063,145,2021-09-08,"JUDGMENT, FILED.[3169817] [18-3710, 18-3712, 18-3715, 18-3850] [Entered: 09/08/2021 03:12 PM]"
799,12607,400632062,144,2021-09-08,"JUDGMENT, FILED.[3169812] [18-2990, 19-1272] [Entered: 09/08/2021 03:10 PM]"
800,12607,400632061,139,2021-09-08,"CAPTION, in light of opinion filed 09/08/2021, AMENDED.[3169293] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/08/2021 09:50 AM]"
801,12607,400632059,136,2021-09-08,"OPINION, the judgment of the district court is affirmed, by RR, DC, RJS, FILED.[3169250] [18-2990, 19-1272] [Entered: 09/08/2021 09:26 AM]"
802,12607,400632058,135,2021-09-08,"NEW CASE MANAGER, Margaret Lain, ASSIGNED.[3169236] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 09/08/2021 09:19 AM]"
803,12607,400632060,137,2021-09-08,"OPINION, the judgments of the district court are affirmed, by RR, DC, RJS, FILED.[3169276] [18-3710, 18-3712, 18-3715, 18-3850] [Entered: 09/08/2021 09:39 AM]"
804,12607,400632064,149,2021-09-15,"MOTION ORDER, granting motion to extend time until 10/13/2021 to file the petition for panel rehearing or rehearing en banc [3172431-2] [3172626-2] [3172697-2] [3172694-2] [3172832-2] filed by Appellants Steven Aiello, Joseph Gerardi, Louis Ciminelli, Alain Kaloyeros, by RJS, FILED. [3174009][149] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850] [Entered: 09/15/2021 11:08 AM]"
805,12607,400632065,151,2021-10-13,"PETITION FOR REHEARING/REHEARING EN BANC, on behalf of Appellant Louis Ciminelli in 18-2990, 18-3712, FILED. Service date 10/13/2021 by CM/ECF.[3191455] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/13/2021 02:07 PM]"
806,12607,400632066,154,2021-10-13,"PETITION FOR REHEARING/REHEARING EN BANC, on behalf of Appellant Alain Kaloyeros in 18-2990, 18-3850, FILED. Service date 10/13/2021 by CM/ECF.[3191606] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/13/2021 03:41 PM]"
807,12607,400632068,162,2021-11-01,"ORDER, petition for rehearing/rehearing en banc denied for Appellant Louis Ciminelli, FILED.[3203306] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 11/01/2021 02:30 PM]"
808,12607,400632069,163,2021-11-01,"ORDER, petition for rehearing/rehearing en banc denied for Appellant Joseph Gerardi, FILED.[3203311] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 11/01/2021 02:33 PM]"
809,12607,400632070,164,2021-11-01,"ORDER, petition for rehearing/rehearing en banc denied for Appellant Alain Kaloyeros, FILED.[3203314] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 11/01/2021 02:35 PM]"
810,12607,400632067,161,2021-11-01,"ORDER, petition for rehearing/rehearing en banc denied for Appellant Steven Aiello, FILED.[3203300] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 11/01/2021 02:28 PM]"
811,12607,400632074,178,2021-12-14,"JUDGMENT MANDATE, ISSUED.[3227677] [18-2990, 19-1272] [Entered: 12/14/2021 10:08 AM]"
812,12607,400632075,179,2021-12-14,"JUDGMENT MANDATE, ISSUED.[3227681] [18-3710, 18-3712, 18-3715, 18-3850] [Entered: 12/14/2021 10:08 AM]"
813,12607,400632071,173,2021-12-14,"DEFECTIVE DOCUMENT, FRAP 28(j) letter, [3227482-2], on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED.[3227494] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 12/14/2021 08:23 AM]"
814,12607,400632072,176,2021-12-14,"CURED DEFECTIVE, FRAP 28(j) letter, [173], [3227581-2], on behalf of Appellee USA United States of America in 18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272, FILED.[3227620] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 12/14/2021 09:32 AM]"
815,12607,400632073,177,2021-12-14,"MOTION ORDER, denying motion to stay mandate [3206522-2] filed by Appellant, Steven Aiello, Joseph Gerardi, Louis Ciminelli and Alain Kaloyeros, by RR, DC, RJS, FILED. [3227674][177] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 12/14/2021 10:03 AM]"
816,12607,400632077,180,2022-01-03,"ATTORNEY, David B. Hirsch, for Appellant Alain Kaloyeros, TERMINATED.[3236017] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 01/03/2022 09:07 AM]"
817,12607,400632079,181,2022-01-11,"U.S. SUPREME COURT NOTICE, granting Appellant Steven Aiello, Louis Ciminelli, Joseph Gerardi, Alain Kaloyeros and Joseph Percoco, extension to file Writ of Certiorari, FILED.[3242003] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 01/11/2022 03:51 PM]"
818,12607,331721173,183,2022-02-24,"U.S. SUPREME COURT NOTICE of writ of certiorari filing, dated 02/23/2022, U.S. Supreme Court docket # 21-1161, RECEIVED.[3267169] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 02/24/2022 03:39 PM]"
819,12607,331721172,182,2022-02-24,"U.S. SUPREME COURT NOTICE of writ of certiorari filing, dated 02/22/2022, U.S. Supreme Court docket # 21-1158, RECEIVED.[3266590] [18-2990, 18-3710, 19-1272] [Entered: 02/24/2022 09:07 AM]"
820,12607,331721174,184,2022-07-05,"U.S. SUPREME COURT NOTICE, dated 06/30/2022, U.S. Supreme Court docket # 21-1158, Joseph Percoco v. United States, stating the petition for writ of certiorari is granted, RECEIVED.[3341744] [18-2990, 18-3710, 19-1272] [Entered: 07/05/2022 12:26 PM]"
821,12607,331721175,186,2022-10-28,"U.S. SUPREME COURT LETTER, dated 10/28/2022, requesting to certify and transmit the entire record, RECEIVED.[3409778] [18-2990, 18-3710, 19-1272] [Entered: 10/28/2022 12:00 PM]"
822,12607,331721176,187,2022-10-28,"U.S. SUPREME COURT LETTER, dated 10/28/2022, requesting to certify and transmit the entire record, RECEIVED.[3409780] [18-3710, 18-3712, 18-3715, 18-3850] [Entered: 10/28/2022 12:01 PM]"
823,12607,331721177,188,2022-10-31,"E-CASE, with attached 1, 2, 4, 5, 6, 12, 19, 20, 21, 23, 25, 26, 28, 30, 31, 33, 35, 36, 38, 47, 63, 64, 65, 66, 67, 68, 76, 83, 84, 85, 91, 95, 99, 103, 105, 108, 111, 112, 113, 121, 123, 124, 128, 131, 132, 138, 140, 142, 145, 147, 148, 153, 154, 155, 156, 157, 162, 166, 167, 170, 173, 174, 178, 179, 180, 181, 182, 183, 190, 194, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 223, 226, 228, 231, 232, 234, 235, 236, 237, 238, 239, 244, 246, 248, 250, 251, 254, 255, 257, 261, 262, 264, 266, 267, 270, 272, 273, 275, 276, 280, 283, 284, 291, 294, 297, 301, 302, 307, 317, 318, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 339, 340, 341, 342, 343, 347, 350, 354, 355, 358, 359, 360, 361, 363, 364, 365, 366, 371, 372, 375, 377, 379, 382, 386, 387, 388, 390, 392, 394, 398, 399, 406, 407, 408, 412, 414, 415, 418, 419, 421, 427, 428, 429, 430, 433, 435, 439, 445, 448, 449, 450, 451, 453, 454, 455, 456, 458, 460, 461, to Supreme Court, TRANSMITTED.[3410428] [18-2990, 18-3710, 18-3712, 18-3715, 18-3850, 19-1272] [Entered: 10/31/2022 10:37 AM]"
824,13818,103330626,104,2019-07-31,"CERTIFICATE OF SERVICE for Brief, on behalf of Appellant James J. Hayes, FILED. Service date 07/29/2019 by US mail.[2623495] [18-3845] [Entered: 08/02/2019 04:20 PM]"
825,13818,103330627,103,2019-08-01,"DEFECTIVE DOCUMENTS, Brief and Appendix, [101], [102], on behalf of Appellant James J. Hayes, copy to pro se appellant, FILED.[2622472] [18-3845] [Entered: 08/01/2019 03:57 PM]"
826,13818,103330628,108,2019-08-29,"BRIEF, on behalf of Appellant James J. Hayes, FILED. Service date 07/29/2019 by US mail. [2644993] [18-3845] [Entered: 08/30/2019 04:15 PM]"
827,13818,103330629,109,2019-08-29,"APPENDIX, volume 1 of 1, (pp. 1-174), on behalf of Appellant James J. Hayes, FILED. Service date 08/27/2019 by US mail.[2644996] [18-3845] [Entered: 08/30/2019 04:17 PM]"
828,13818,103330630,110,2019-08-29,"MOTION, to waive a requirement, to file late, on behalf of Appellant James J. Hayes, FILED. Service date 08/27/2019 by US mail.[2645000] [18-3845] [Entered: 08/30/2019 04:19 PM]"
